protein,fold_change,pval,n healthy,n sick,p_adj
P2793,-0.00270087,9.21E-01,1006,48603,9.63E-01
P2794,0.001484816,9.21E-01,1006,48603,9.63E-01
P2795,-0.000685831,9.20E-01,1006,48603,9.63E-01
P2796,-0.002021954,9.20E-01,1006,48603,9.63E-01
P2797,-0.002229313,9.22E-01,1006,48603,9.63E-01
P2798,-0.001897232,9.23E-01,1006,48603,9.64E-01
P2799,-0.003063292,9.24E-01,1006,48603,9.64E-01
P2800,0.001085794,9.24E-01,1006,48603,9.64E-01
P2801,-0.002575352,9.24E-01,1006,48603,9.65E-01
P2802,0.002884938,9.25E-01,1006,48603,9.65E-01
P2803,0.002133493,9.25E-01,1006,48603,9.65E-01
P2804,0.001522821,9.26E-01,1006,48603,9.65E-01
P2805,0.001555265,9.26E-01,1006,48603,9.65E-01
P2806,-0.002362491,9.27E-01,1006,48603,9.65E-01
P2807,0.00281919,9.27E-01,1006,48603,9.65E-01
P2808,0.002244142,9.28E-01,1006,48603,9.66E-01
P2809,0.002509405,9.28E-01,1006,48603,9.66E-01
P2810,0.001569707,9.29E-01,1006,48603,9.66E-01
P2811,-0.003286219,9.30E-01,1006,48603,9.67E-01
P2812,-0.003092739,9.31E-01,1006,48603,9.68E-01
P2813,0.002238973,9.32E-01,1006,48603,9.68E-01
P2814,-0.001259983,9.32E-01,1006,48603,9.68E-01
P2815,-0.001510919,9.32E-01,1006,48603,9.68E-01
P2816,0.002107559,9.33E-01,1006,48603,9.69E-01
P2817,-0.001239538,9.34E-01,1006,48603,9.69E-01
P2818,-0.001094543,9.35E-01,1006,48603,9.70E-01
P2819,-0.001602089,9.38E-01,1006,48603,9.72E-01
P2820,0.001293957,9.38E-01,1006,48603,9.72E-01
P2821,-0.002003325,9.38E-01,1006,48603,9.72E-01
P2822,-0.001341693,9.40E-01,1006,48603,9.73E-01
P2823,-0.001573747,9.40E-01,1006,48603,9.73E-01
P2824,-0.001384987,9.40E-01,1006,48603,9.73E-01
P2825,-0.000906935,9.41E-01,1006,48603,9.73E-01
P2826,0.001957403,9.42E-01,1006,48603,9.74E-01
P2827,0.000987719,9.43E-01,1006,48603,9.75E-01
P2828,-0.001408802,9.44E-01,1006,48603,9.75E-01
P2829,0.001056092,9.45E-01,1006,48603,9.76E-01
P2830,0.003597493,9.46E-01,1006,48603,9.76E-01
P2831,-0.000901764,9.46E-01,1006,48603,9.76E-01
P2832,0.002631481,9.46E-01,1006,48603,9.77E-01
P2833,-0.000824487,9.47E-01,1006,48603,9.77E-01
P2834,-0.00139383,9.47E-01,1006,48603,9.77E-01
P2835,0.001365549,9.48E-01,1006,48603,9.77E-01
P2836,-0.001167248,9.49E-01,1006,48603,9.78E-01
P2837,0.001319259,9.49E-01,1006,48603,9.78E-01
P2838,0.000802222,9.51E-01,1006,48603,9.79E-01
P2839,0.001079762,9.50E-01,1006,48603,9.79E-01
P2840,0.000920581,9.51E-01,1006,48603,9.79E-01
P2841,0.000643256,9.51E-01,1006,48603,9.79E-01
P2842,0.001899312,9.52E-01,1006,48603,9.79E-01
P2843,0.001243259,9.52E-01,1006,48603,9.79E-01
P2844,0.000760313,9.53E-01,1006,48603,9.79E-01
P2845,0.001213946,9.53E-01,1006,48603,9.79E-01
P2846,-0.001555891,9.54E-01,1006,48603,9.80E-01
P2847,0.001200127,9.54E-01,1006,48603,9.80E-01
P2848,-0.001897827,9.55E-01,1006,48603,9.80E-01
P2849,0.001045028,9.55E-01,1006,48603,9.80E-01
P2850,-0.000745868,9.56E-01,1006,48603,9.81E-01
P2851,-0.000570752,9.56E-01,1006,48603,9.81E-01
P2852,0.002000045,9.58E-01,1006,48603,9.81E-01
P2853,-0.000590314,9.58E-01,1006,48603,9.81E-01
P2854,-0.000679044,9.58E-01,1006,48603,9.81E-01
P2855,0.000997326,9.58E-01,1006,48603,9.81E-01
P2856,0.000702312,9.59E-01,1006,48603,9.82E-01
P2857,0.000841691,9.61E-01,1006,48603,9.83E-01
P2858,0.002100718,9.61E-01,1006,48603,9.83E-01
P2859,-0.000446231,9.65E-01,1006,48603,9.84E-01
P2860,0.000919892,9.66E-01,1006,48603,9.84E-01
P2861,-0.000870317,9.66E-01,1006,48603,9.84E-01
P2862,0.001443173,9.64E-01,1006,48603,9.84E-01
P2863,0.000746628,9.65E-01,1006,48603,9.84E-01
P2864,0.00058112,9.64E-01,1006,48603,9.84E-01
P2865,0.001396864,9.64E-01,1006,48603,9.84E-01
P2866,0.000546707,9.65E-01,1006,48603,9.84E-01
P2867,-0.000467829,9.66E-01,1006,48603,9.84E-01
P2868,-0.000795542,9.66E-01,1006,48603,9.84E-01
P2869,-0.001692826,9.63E-01,1006,48603,9.84E-01
P2870,-0.00115578,9.67E-01,1006,48603,9.85E-01
P2871,0.001089752,9.69E-01,1006,48603,9.85E-01
P2872,0.000789138,9.69E-01,1006,48603,9.85E-01
P2873,-0.000808143,9.70E-01,1006,48603,9.85E-01
P2874,-0.000812482,9.68E-01,1006,48603,9.85E-01
P2875,0.000658573,9.70E-01,1006,48603,9.85E-01
P2876,0.000861856,9.69E-01,1006,48603,9.85E-01
P2877,-0.000482748,9.68E-01,1006,48603,9.85E-01
P2878,-0.001049266,9.69E-01,1006,48603,9.85E-01
P2879,0.00077803,9.71E-01,1006,48603,9.85E-01
P2880,0.000812007,9.70E-01,1006,48603,9.85E-01
P2881,0.00086389,9.72E-01,1006,48603,9.86E-01
P2882,-0.001507455,9.74E-01,1006,48603,9.87E-01
P2883,-0.000813044,9.74E-01,1006,48603,9.88E-01
P2884,-0.000612913,9.75E-01,1006,48603,9.88E-01
P2885,0.000322724,9.76E-01,1006,48603,9.88E-01
P2886,0.000791087,9.77E-01,1006,48603,9.89E-01
P2887,-0.000685704,9.78E-01,1006,48603,9.90E-01
P2888,-0.000529026,9.78E-01,1006,48603,9.90E-01
P2889,0.000304035,9.79E-01,1006,48603,9.90E-01
P2890,0.000507448,9.79E-01,1006,48603,9.90E-01
P2891,-0.000344572,9.81E-01,1006,48603,9.91E-01
P2892,-0.000443793,9.80E-01,1006,48603,9.91E-01
P2893,0.000355919,9.80E-01,1006,48603,9.91E-01
P2894,0.000434551,9.81E-01,1006,48603,9.91E-01
P2895,0.000474397,9.81E-01,1006,48603,9.91E-01
P2896,-0.00026627,9.82E-01,1006,48603,9.91E-01
P2897,-0.000600188,9.83E-01,1006,48603,9.92E-01
P2898,0.000387032,9.84E-01,1006,48603,9.92E-01
P2899,0.000215846,9.84E-01,1006,48603,9.93E-01
P2900,-0.000510489,9.85E-01,1006,48603,9.93E-01
P2901,-0.000242327,9.87E-01,1006,48603,9.93E-01
P2902,-0.000455356,9.86E-01,1006,48603,9.93E-01
P2903,0.000199873,9.90E-01,1006,48603,9.93E-01
P2904,0.00021239,9.88E-01,1006,48603,9.93E-01
P2905,0.000189244,9.89E-01,1006,48603,9.93E-01
P2906,-0.000365989,9.89E-01,1006,48603,9.93E-01
P2907,0.000357226,9.88E-01,1006,48603,9.93E-01
P2908,-0.000584337,9.88E-01,1006,48603,9.93E-01
P2909,0.000150052,9.90E-01,1006,48603,9.93E-01
P2910,0.000288759,9.88E-01,1006,48603,9.93E-01
P2911,-0.000282257,9.88E-01,1006,48603,9.93E-01
P2912,0.000270225,9.86E-01,1006,48603,9.93E-01
P2913,-0.00035615,9.90E-01,1006,48603,9.93E-01
P2914,-0.00027831,9.86E-01,1006,48603,9.93E-01
P2915,-0.000631161,9.89E-01,1006,48603,9.93E-01
P2916,0.000142195,9.92E-01,1006,48603,9.94E-01
P2917,0.000122145,9.92E-01,1006,48603,9.94E-01
P2918,-0.000121071,9.93E-01,1006,48603,9.94E-01
P2919,-0.000217179,9.93E-01,1006,48603,9.94E-01
P2920,-4.40E-05,9.98E-01,1006,48603,9.99E-01
P2921,-5.32E-05,9.99E-01,1006,48603,9.99E-01
P2922,9.94E-06,9.99E-01,1006,48603,1.00E+00
P2923,-3.67E-06,1.00E+00,1006,48603,1.00E+00
